PlayerName,Points
Steve Goodrich,4
Austin Croshere,7
Austin Croshere,9
Jalen Rose,17
Elton Brand,30
Austin Croshere,11
Austin Croshere,12
Austin Croshere,13
Metta World Peace,16
Jeff Foster,13
Travis Best,8
Fred Hoiberg,17
Reggie Miller,25
Reggie Miller,26
Reggie Miller,27
Reggie Miller,28
Jeff Foster,14
Jeff Foster,15
Brad Miller,12
Mike Miller,3
Darrell Armstrong,2
Sam Perkins,2
Jermaine O'Neal,2
Jermaine O'Neal,3
Jalen Rose,1
Jalen Rose,2
Darrell Armstrong,4
Jermaine O'Neal,5
Al Harrington,2
Bo Outlaw,2
Jermaine O'Neal,7
Jermaine O'Neal,8
Al Harrington,4
Darrell Armstrong,6
Mike Miller,5
Sam Perkins,5
Darrell Armstrong,8
John Amaechi,1
John Amaechi,2
Travis Best,2
Reggie Miller,3
John Amaechi,4
Jalen Rose,4
Al Harrington,4
Jermaine O'Neal,9
Travis Best,3
Pat Garrity,3
Jalen Rose,5
Tracy McGrady,2
Tracy McGrady,3
Jermaine O'Neal,11
John Amaechi,5
Jermaine O'Neal,12
Tracy McGrady,5
Travis Best,4
Travis Best,5
Al Harrington,6
Mike Miller,7
Travis Best,7
Michael Doleac,2
Tracy McGrady,7
Tracy McGrady,8
Reggie Miller,5
Tracy McGrady,10
Reggie Miller,6
Reggie Miller,7
Tracy McGrady,11
Tracy McGrady,13
Jalen Rose,8
Michael Doleac,4
Jermaine O'Neal,14
Tracy McGrady,16
Darrell Armstrong,10
Michael Doleac,5
Michael Doleac,6
Tracy McGrady,18
Mike Miller,9
Derrick McKey,2
Mike Miller,12
Tracy McGrady,20
Michael Doleac,8
Jalen Rose,11
Michael Doleac,10
Jalen Rose,13
Reggie Miller,9
Darrell Armstrong,12
Derrick McKey,4
Monty Williams,1
Monty Williams,2
Tracy McGrady,21
Tracy McGrady,22
Al Harrington,8
Al Harrington,9
Don Reid,2
Cory Alexander,1
Austin Croshere,2
Austin Croshere,5
Jermaine O'Neal,16
Tracy McGrady,24
Mike Miller,14
Jermaine O'Neal,18
Reggie Miller,11
Pat Garrity,6
Jermaine O'Neal,20
Jermaine O'Neal,21
Jermaine O'Neal,23
Tracy McGrady,25
Tracy McGrady,26
Darrell Armstrong,14
Austin Croshere,6
Austin Croshere,7
Jermaine O'Neal,24
Jermaine O'Neal,25
Tracy McGrady,28
Jermaine O'Neal,26
Mark Pope,2
Jason Caffey,1
Jason Caffey,2
Ray Allen,2
Sam Cassell,2
Mitch Richmond,2
Ray Allen,5
Rod Strickland,2
Sam Cassell,4
Jason Caffey,3
Rod Strickland,4
Ray Allen,7
Ervin Johnson,2
Richard Hamilton,3
Juwan Howard,2
Rod Strickland,6
Rod Strickland,8
Rod Strickland,10
Rod Strickland,11
Sam Cassell,6
Cherokee Parks,1
Juwan Howard,3
Juwan Howard,4
Cherokee Parks,2
Cherokee Parks,3
Ervin Johnson,4
Juwan Howard,6
Richard Hamilton,5
Richard Hamilton,6
Ray Allen,8
Ray Allen,9
Jason Caffey,5
Felipe Lopez,2
Ray Allen,11
Felipe Lopez,3
Sam Cassell,8
Juwan Howard,8
Tim Thomas,1
Sam Cassell,10
Felipe Lopez,5
Tim Thomas,3
Lindsey Hunter,3
Michael Smith,1
Ervin Johnson,6
Juwan Howard,10
Ray Allen,12
Ray Allen,13
Jahidi White,2
Ray Allen,14
Ray Allen,15
Gerard King,1
Gerard King,2
Ray Allen,17
Mitch Richmond,3
Mitch Richmond,4
Jerome Kersey,1
Jerome Kersey,2
Mitch Richmond,6
Mitch Richmond,7
Mitch Richmond,8
Lindsey Hunter,5
Sam Cassell,12
Jahidi White,3
Jahidi White,4
Rod Strickland,13
Mitch Richmond,9
Mitch Richmond,10
Tim Thomas,6
Jahidi White,6
Ray Allen,18
Ray Allen,19
Juwan Howard,12
Tim Thomas,8
Ray Allen,22
Rod Strickland,15
Sam Cassell,14
Jahidi White,8
Tim Thomas,10
Ray Allen,23
Jason Caffey,6
Ray Allen,25
Ray Allen,26
Ray Allen,27
Mitch Richmond,11
Ray Allen,28
Ray Allen,29
Cherokee Parks,5
Sam Cassell,16
Juwan Howard,13
Juwan Howard,14
Juwan Howard,15
Juwan Howard,16
Sam Cassell,17
Sam Cassell,18
Sam Cassell,20
Richard Hamilton,8
Richard Hamilton,10
Chris Whitney,2
Sam Cassell,22
Gerard King,4
Lindsey Hunter,8
Juwan Howard,18
Juwan Howard,20
Gerard King,6
Gerard King,7
Gerard King,8
Gerard King,10
Ray Allen,30
Ray Allen,31
Juwan Howard,22
Richard Hamilton,12
Juwan Howard,24
Ray Allen,32
Chris Whitney,5
Ray Allen,33
Ray Allen,34
Ray Allen,35
Richard Hamilton,15
Jason Caffey,8
Ray Allen,37
Chris Whitney,6
Chris Whitney,7
Chris Whitney,8
Rafer Alston,3
Chris Whitney,9
Chris Whitney,10
Tim Thomas,12
Richard Hamilton,16
Richard Hamilton,17
Richard Hamilton,18
Jahidi White,1
Juwan Howard,2
Mitch Richmond,2
Sam Perkins,2
Austin Croshere,2
Juwan Howard,4
Reggie Miller,2
Gerard King,2
Juwan Howard,6
Reggie Miller,4
Austin Croshere,3
Austin Croshere,4
Jermaine O'Neal,2
Jahidi White,3
Travis Best,2
Jahidi White,5
Jahidi White,7
Derrick McKey,2
Jahidi White,8
Jahidi White,9
Travis Best,4
Reggie Miller,6
Zan Tabak,2
Jermaine O'Neal,4
Jonathan Bender,2
Mitch Richmond,4
Zan Tabak,4
Zan Tabak,5
Mitch Richmond,6
Tyus Edney,2
Mitch Richmond,7
Mitch Richmond,8
Chris Whitney,2
Travis Best,6
Juwan Howard,8
Zan Tabak,7
Zan Tabak,9
Jahidi White,10
Jahidi White,11
Mitch Richmond,10
Sam Perkins,3
Sam Perkins,4
Jahidi White,13
Reggie Miller,7
Reggie Miller,8
Juwan Howard,10
Mitch Richmond,12
Jahidi White,15
Jermaine O'Neal,6
Jahidi White,17
Jahidi White,18
Sam Perkins,6
Sam Perkins,7
Juwan Howard,12
Sam Perkins,8
Rod Strickland,1
Rod Strickland,2
Reggie Miller,10
Reggie Miller,13
Tyus Edney,4
Gerard King,4
Jermaine O'Neal,8
Tyus Edney,6
Juwan Howard,13
Juwan Howard,14
Reggie Miller,14
Reggie Miller,15
Jahidi White,19
Jahidi White,20
Reggie Miller,17
Reggie Miller,18
Richard Hamilton,2
Reggie Miller,19
Tyus Edney,7
Tyus Edney,8
Juwan Howard,16
Juwan Howard,18
Reggie Miller,20
Reggie Miller,21
Juwan Howard,20
Jonathan Bender,4
Juwan Howard,22
Juwan Howard,23
Tyus Edney,9
Tyus Edney,11
Chris Whitney,3
Tyus Edney,13
Chris Whitney,5
Felipe Lopez,1
Felipe Lopez,2
Jahidi White,21
Juwan Howard,25
Jermaine O'Neal,10
Jermaine O'Neal,12
Reggie Miller,22
Reggie Miller,23
Sam Perkins,10
Sam Perkins,11
Jahidi White,22
Travis Best,7
Travis Best,8
Terrell Brandon,2
Terry Porter,2
Anthony Peeler,2
Derek Anderson,2
Terrell Brandon,4
Tim Duncan,1
Wally Szczerbiak,2
David Robinson,2
Dean Garrett,2
Tim Duncan,3
David Robinson,4
Kevin Garnett,1
Kevin Garnett,2
Derek Anderson,4
Derek Anderson,6
Samaki Walker,2
Kevin Garnett,4
Kevin Garnett,6
Reggie Slater,2
Tim Duncan,4
Wally Szczerbiak,3
Wally Szczerbiak,4
Wally Szczerbiak,5
Samaki Walker,4
Antonio Daniels,2
LaPhonso Ellis,2
Avery Johnson,2
Wally Szczerbiak,7
Wally Szczerbiak,8
Derek Anderson,8
Reggie Slater,4
Avery Johnson,4
LaPhonso Ellis,4
David Robinson,6
Chauncey Billups,2
Tim Duncan,6
Reggie Slater,6
Kevin Garnett,7
Kevin Garnett,8
Danny Ferry,2
Reggie Slater,8
Kevin Garnett,10
Antonio Daniels,5
LaPhonso Ellis,6
Danny Ferry,4
Wally Szczerbiak,10
Wally Szczerbiak,11
Tim Duncan,7
Tim Duncan,8
David Robinson,7
David Robinson,8
Tim Duncan,10
Reggie Slater,10
Terry Porter,3
Terry Porter,4
David Robinson,9
Kevin Garnett,12
Kevin Garnett,14
Derek Anderson,10
Derek Anderson,11
Kevin Garnett,16
David Robinson,10
Danny Ferry,7
David Robinson,11
David Robinson,12
Derek Anderson,13
Terrell Brandon,6
Reggie Slater,11
Reggie Slater,12
Antonio Daniels,6
Terrell Brandon,9
Tim Duncan,12
Kevin Garnett,17
Kevin Garnett,18
Tim Duncan,13
Tim Duncan,14
Derek Anderson,14
Derek Anderson,15
Wally Szczerbiak,13
Tim Duncan,15
Derek Anderson,16
Felipe Lopez,3
Samaki Walker,5
Reggie Slater,14
Kevin Garnett,20
Danny Ferry,9
Tim Duncan,17
Derek Anderson,18
Danny Ferry,12
Kevin Garnett,21
Kevin Garnett,22
Derek Anderson,20
Anthony Peeler,5
Derek Anderson,22
Anthony Peeler,8
Derek Anderson,23
Derek Anderson,24
Terrell Brandon,10
Anthony Peeler,11
David Robinson,13
Terrell Brandon,11
Terrell Brandon,12
Tim Duncan,19
Terrell Brandon,15
Derek Anderson,25
Anthony Peeler,14
Tim Duncan,21
Chauncey Billups,3
David Robinson,15
Derek Anderson,28
Kevin Garnett,24
Tim Duncan,23
Terrell Brandon,17
David Robinson,17
David Robinson,18
LaPhonso Ellis,8
Avery Johnson,6
Avery Johnson,7
Avery Johnson,8
Wally Szczerbiak,14
Wally Szczerbiak,15
Derek Anderson,29
Derek Anderson,30
Calvin Booth,2
Michael Smith,2
Tracy McGrady,3
Calvin Booth,3
Richard Hamilton,2
Tracy McGrady,5
Darrell Armstrong,3
Tracy McGrady,7
Juwan Howard,2
Bo Outlaw,2
Chris Whitney,3
Michael Smith,4
Tracy McGrady,9
Juwan Howard,4
Monty Williams,2
Richard Hamilton,3
Bo Outlaw,4
Pat Garrity,1
Pat Garrity,2
Mitch Richmond,1
Tyrone Nesby,1
Tyrone Nesby,2
Tyrone Nesby,4
Darrell Armstrong,5
Mitch Richmond,4
Jahidi White,2
Richard Hamilton,5
Pat Garrity,4
John Amaechi,1
John Amaechi,2
Popeye Jones,2
John Amaechi,4
Richard Hamilton,7
Mitch Richmond,5
Mitch Richmond,6
John Amaechi,6
Tyrone Nesby,6
Tracy McGrady,11
Tyrone Nesby,9
Mitch Richmond,7
Mitch Richmond,8
Mitch Richmond,9
Darrell Armstrong,8
Calvin Booth,5
Juwan Howard,6
Bo Outlaw,5
Bo Outlaw,6
Tracy McGrady,12
Tracy McGrady,13
Juwan Howard,8
Michael Doleac,2
Juwan Howard,9
Juwan Howard,10
Darrell Armstrong,9
Darrell Armstrong,10
Darrell Armstrong,13
Mike Miller,3
Chris Whitney,5
Bo Outlaw,7
Bo Outlaw,8
Juwan Howard,12
Mike Miller,5
Richard Hamilton,9
Darrell Armstrong,16
Mike Miller,8
Tracy McGrady,15
Darrell Armstrong,19
Chris Whitney,7
Mike Miller,10
Jahidi White,3
Chris Whitney,10
Juwan Howard,14
Juwan Howard,15
Juwan Howard,16
Tracy McGrady,17
John Amaechi,7
John Amaechi,8
Darrell Armstrong,20
Bo Outlaw,10
Richard Hamilton,10
Richard Hamilton,11
Darrell Armstrong,22
Darrell Armstrong,24
Mitch Richmond,11
Bo Outlaw,12
Juwan Howard,18
Juwan Howard,19
Juwan Howard,21
Mitch Richmond,12
Mitch Richmond,13
Calvin Booth,7
Troy Hudson,3
Pat Garrity,5
Pat Garrity,6
Juwan Howard,22
Juwan Howard,23
Tracy McGrady,19
Richard Hamilton,13
Tracy McGrady,20
Mike Miller,13
Mitch Richmond,14
Mitch Richmond,15
Darrell Armstrong,27
Chris Whitney,12
Darrell Armstrong,30
Mike Miller,14
Jahidi White,4
Jahidi White,5
Tracy McGrady,21
Tracy McGrady,22
Michael Doleac,4
Jahidi White,7
Tracy McGrady,24
Juwan Howard,25
Mike Miller,16
Darrell Armstrong,31
Darrell Armstrong,32
Richard Hamilton,15
Richard Hamilton,17
Sam Perkins,3
Vlade Divac,2
Jermaine O'Neal,2
Doug Christie,3
Reggie Miller,3
Reggie Miller,5
Vlade Divac,4
Al Harrington,2
Austin Croshere,1
Jason Williams,2
Reggie Miller,6
Reggie Miller,7
Chris Webber,2
Peja Stojakovic,2
Austin Croshere,4
Vlade Divac,5
Vlade Divac,6
Jason Williams,4
Austin Croshere,6
Austin Croshere,7
Austin Croshere,8
Jalen Rose,2
Chris Webber,4
Chris Webber,6
Austin Croshere,9
Austin Croshere,10
Jalen Rose,4
Chris Webber,8
Jalen Rose,6
Hedo Turkoglu,2
Chris Webber,10
Austin Croshere,12
Travis Best,2
Chris Webber,12
Hedo Turkoglu,3
Hedo Turkoglu,4
Travis Best,4
Hedo Turkoglu,6
Sam Perkins,5
Bobby Jackson,2
Peja Stojakovic,4
Al Harrington,4
Scot Pollard,2
Al Harrington,6
Travis Best,6
Peja Stojakovic,6
Al Harrington,8
Doug Christie,5
Chris Webber,5
Jermaine O'Neal,4
Peja Stojakovic,9
Peja Stojakovic,10
Peja Stojakovic,11
Chris Webber,14
Jermaine O'Neal,6
Doug Christie,7
Reggie Miller,9
Chris Webber,16
Reggie Miller,12
Vlade Divac,8
Chris Webber,18
Austin Croshere,15
Jason Williams,7
Peja Stojakovic,13
Peja Stojakovic,15
Travis Best,8
Doug Christie,9
Al Harrington,10
Peja Stojakovic,17
Al Harrington,12
Jermaine O'Neal,8
Doug Christie,10
Al Harrington,14
Austin Croshere,17
Jeff Foster,2
Travis Best,9
Travis Best,10
Chris Webber,20
Al Harrington,16
Peja Stojakovic,18
Jalen Rose,8
Al Harrington,17
Jermaine O'Neal,10
Jermaine O'Neal,11
Jermaine O'Neal,12
Peja Stojakovic,20
Reggie Miller,15
Reggie Miller,16
Peja Stojakovic,22
Doug Christie,12
Doug Christie,13
Travis Best,12
Jason Williams,9
Chris Webber,22
Travis Best,14
Vlade Divac,10
Jalen Rose,10
Reggie Miller,19
Chris Webber,24
Peja Stojakovic,24
Peja Stojakovic,25
Peja Stojakovic,27
Reggie Miller,20
Reggie Miller,21
Chris Webber,25
Chris Webber,26
Reggie Miller,22
Reggie Miller,23
Reggie Miller,24
David Robinson,2
Mike Bibby,2
Danny Ferry,2
Mike Bibby,4
Derek Anderson,2
Bryant Reeves,2
Derek Anderson,5
Bryant Reeves,4
Derek Anderson,7
Michael Dickerson,3
Avery Johnson,2
Bryant Reeves,6
Mike Bibby,7
Derek Anderson,9
Michael Dickerson,4
Michael Dickerson,5
Tim Duncan,2
Shareef Abdur-Rahim,2
Avery Johnson,4
Tim Duncan,4
Tim Duncan,6
Shareef Abdur-Rahim,3
Shareef Abdur-Rahim,4
Tony Massenburg,2
Stromile Swift,2
Stromile Swift,4
Tim Duncan,7
Samaki Walker,2
Erick Strickland,2
Mahmoud Abdul-Rauf,2
Stromile Swift,6
David Robinson,4
Antonio Daniels,1
Antonio Daniels,2
Danny Ferry,5
Michael Dickerson,6
Michael Dickerson,7
Derek Anderson,11
Antonio Daniels,3
Antonio Daniels,4
Bryant Reeves,8
Mike Bibby,9
Shareef Abdur-Rahim,6
Antonio Daniels,7
Shareef Abdur-Rahim,8
David Robinson,6
Mike Bibby,12
Danny Ferry,8
Shareef Abdur-Rahim,10
Tim Duncan,9
Derek Anderson,13
Bryant Reeves,10
Terry Porter,3
Grant Long,2
Mike Bibby,14
Michael Dickerson,9
Tim Duncan,11
Mike Bibby,16
Tim Duncan,13
Bryant Reeves,12
Michael Dickerson,11
Sean Elliott,1
Mike Bibby,18
Tim Duncan,15
Antonio Daniels,9
Mike Bibby,20
Derek Anderson,14
Derek Anderson,15
Derek Anderson,17
Antonio Daniels,10
Antonio Daniels,11
Derek Anderson,19
Derek Anderson,21
Derek Anderson,23
Tim Duncan,17
Antonio Daniels,14
Tim Duncan,18
Tim Duncan,19
Mahmoud Abdul-Rauf,4
Shareef Abdur-Rahim,12
Terry Porter,6
Antonio Daniels,16
Mike Bibby,21
Mike Bibby,22
Mike Bibby,24
Terry Porter,7
Terry Porter,8
Derek Anderson,24
Derek Anderson,25
Mahmoud Abdul-Rauf,5
Mahmoud Abdul-Rauf,6
Samaki Walker,4
Ron Harper,2
Lamar Odom,2
Shaquille O'Neal,2
Rick Fox,2
Darius Miles,2
Rick Fox,4
Lamar Odom,3
Lamar Odom,4
Shaquille O'Neal,4
Ron Harper,4
Tyrone Nesby,2
Kobe Bryant,3
Tyrone Nesby,4
Michael Olowokandi,2
Horace Grant,2
Shaquille O'Neal,6
Sean Rooks,2
Ron Harper,6
Shaquille O'Neal,8
Sean Rooks,4
Kobe Bryant,6
Lamar Odom,6
Isaiah Rider,2
Quentin Richardson,1
Robert Horry,2
Jeff McInnis,2
Kobe Bryant,8
Isaiah Rider,4
Jeff McInnis,4
Eric Piatkowski,3
Eric Piatkowski,5
Isaiah Rider,7
Sean Rooks,5
Michael Olowokandi,4
Brian Skinner,1
Kobe Bryant,10
Keyon Dooling,2
Tyrone Nesby,6
Horace Grant,4
Michael Olowokandi,6
Shaquille O'Neal,10
Lamar Odom,7
Lamar Odom,8
Kobe Bryant,12
Kobe Bryant,13
Sean Rooks,7
Sean Rooks,8
Brian Shaw,2
Quentin Richardson,2
Quentin Richardson,3
Darius Miles,4
Shaquille O'Neal,12
Shaquille O'Neal,13
Lamar Odom,9
Jeff McInnis,6
Kobe Bryant,14
Kobe Bryant,15
Lamar Odom,11
Brian Shaw,4
Tyrone Nesby,9
Jeff McInnis,8
Tyrone Nesby,11
Ron Harper,8
Ron Harper,9
Lamar Odom,12
Shaquille O'Neal,15
Tyrone Nesby,13
Shaquille O'Neal,17
Jeff McInnis,10
Lamar Odom,14
Robert Horry,3
Jeff McInnis,12
Kobe Bryant,17
Eric Piatkowski,8
Shaquille O'Neal,18
Shaquille O'Neal,20
Sean Rooks,10
Shaquille O'Neal,22
Jeff McInnis,14
Shaquille O'Neal,24
Jeff McInnis,15
Jeff McInnis,16
Isaiah Rider,10
Kobe Bryant,18
Kobe Bryant,19
Lamar Odom,16
Shaquille O'Neal,26
Robert Horry,5
Isaiah Rider,12
Isaiah Rider,13
Michael Olowokandi,7
Michael Olowokandi,8
Kobe Bryant,20
Shaquille O'Neal,27
Shaquille O'Neal,29
Shaquille O'Neal,30
Shaquille O'Neal,31
Lamar Odom,19
Shaquille O'Neal,33
Eric Piatkowski,10
Isaiah Rider,15
Isaiah Rider,16
Sean Rooks,12
Quentin Richardson,5
Shaquille O'Neal,34
Tyrone Nesby,15
Shaquille O'Neal,35
Shaquille O'Neal,36
Eric Piatkowski,12
Eric Piatkowski,13
Kobe Bryant,21
Shaquille O'Neal,38
Shaquille O'Neal,39
Tyrone Nesby,17
Isaiah Rider,17
Isaiah Rider,18
Isaiah Rider,19
Isaiah Rider,20
Jeff McInnis,19
Isaiah Rider,21
Isaiah Rider,22
Quentin Richardson,8
Greg Foster,2
Kobe Bryant,2
Greg Foster,4
Vlade Divac,2
Kobe Bryant,4
Chris Webber,2
Vlade Divac,4
Greg Foster,7
Greg Foster,9
Jason Williams,2
Chris Webber,4
Horace Grant,2
Horace Grant,4
Doug Christie,2
Chris Webber,2
Ron Harper,2
Chris Webber,6
Horace Grant,6
Vlade Divac,6
Chris Webber,7
Robert Horry,2
Rick Fox,1
Rick Fox,2
Robert Horry,5
Vlade Divac,8
Greg Foster,11
Kobe Bryant,5
Robert Horry,7
Vlade Divac,10
Peja Stojakovic,3
Robert Horry,10
Chris Webber,9
Robert Horry,13
Doug Christie,4
Chris Webber,4
Bobby Jackson,2
Chris Webber,11
Scot Pollard,2
Robert Horry,15
Scot Pollard,4
Scot Pollard,5
Kobe Bryant,7
Peja Stojakovic,5
Bobby Jackson,4
Kobe Bryant,8
Kobe Bryant,9
Mark Madsen,1
Mark Madsen,2
Isaiah Rider,2
Scot Pollard,7
Scot Pollard,9
Bobby Jackson,6
Isaiah Rider,4
Jon Barry,1
Jon Barry,2
Kobe Bryant,11
Scot Pollard,10
Scot Pollard,11
Kobe Bryant,12
Kobe Bryant,14
Kobe Bryant,15
Kobe Bryant,16
Kobe Bryant,18
Ron Harper,4
Jason Williams,4
Ron Harper,7
Chris Webber,13
Vlade Divac,12
Greg Foster,13
Kobe Bryant,19
Kobe Bryant,20
Ron Harper,9
Doug Christie,5
Doug Christie,6
Ron Harper,11
Chris Webber,15
Doug Christie,7
Doug Christie,9
Chris Webber,9
Kobe Bryant,22
Chris Webber,17
Tyronn Lue,2
Chris Webber,19
Rick Fox,5
Bobby Jackson,7
Chris Webber,21
Bobby Jackson,9
Isaiah Rider,5
Doug Christie,11
Chris Webber,11
Doug Christie,12
Isaiah Rider,6
Isaiah Rider,7
Horace Grant,8
Doug Christie,14
Chris Webber,23
Isaiah Rider,9
Scot Pollard,13
Bobby Jackson,12
Bobby Jackson,14
Horace Grant,10
Kobe Bryant,24
Peja Stojakovic,7
Robert Horry,17
Robert Horry,18
Kobe Bryant,25
Kobe Bryant,26
Robert Horry,19
Robert Horry,20
Chris Webber,25
Brian Shaw,1
Brian Shaw,2
Bobby Jackson,17
Raef LaFrentz,2
Theo Ratliff,2
Antonio McDyess,2
James Posey,2
George Lynch,2
Allen Iverson,2
Antonio McDyess,4
Theo Ratliff,4
Voshon Lenard,2
Allen Iverson,4
George Lynch,4
Voshon Lenard,4
Toni Kukoc,3
Raef LaFrentz,3
Antonio McDyess,6
Voshon Lenard,6
Theo Ratliff,6
Antonio McDyess,8
Allen Iverson,6
Allen Iverson,8
Raef LaFrentz,5
Toni Kukoc,5
Raef LaFrentz,6
Raef LaFrentz,7
Allen Iverson,9
Allen Iverson,10
Allen Iverson,11
Allen Iverson,12
Keon Clark,2
Allen Iverson,14
Allen Iverson,16
Antonio McDyess,9
Allen Iverson,18
Keon Clark,4
George Lynch,5
George Lynch,6
Raef LaFrentz,8
Raef LaFrentz,9
Toni Kukoc,7
Raef LaFrentz,11
Theo Ratliff,8
Keon Clark,6
Raef LaFrentz,13
Raef LaFrentz,15
Allen Iverson,19
Allen Iverson,20
Allen Iverson,22
Keon Clark,7
Keon Clark,8
George McCloud,1
George McCloud,2
Matt Geiger,2
Raef LaFrentz,17
Allen Iverson,23
Todd MacCulloch,2
Raef LaFrentz,19
Eric Snow,3
George McCloud,3
George McCloud,4
Antonio McDyess,10
Antonio McDyess,11
Todd MacCulloch,4
Nick Van Exel,3
Eric Snow,4
James Posey,3
Voshon Lenard,8
Theo Ratliff,10
Nick Van Exel,6
Voshon Lenard,11
Allen Iverson,24
Allen Iverson,25
Toni Kukoc,10
Voshon Lenard,13
Nick Van Exel,8
Nick Van Exel,9
Todd MacCulloch,6
Todd MacCulloch,7
Antonio McDyess,13
Antonio McDyess,14
Raef LaFrentz,20
Raef LaFrentz,21
James Posey,4
Allen Iverson,26
Allen Iverson,27
Allen Iverson,28
Antonio McDyess,15
Antonio McDyess,16
Vernon Maxwell,3
Voshon Lenard,14
Voshon Lenard,15
Toni Kukoc,11
Toni Kukoc,12
Voshon Lenard,16
Voshon Lenard,17
Robert Pack,2
Allen Iverson,29
Antonio McDyess,17
Antonio McDyess,18
Allen Iverson,30
Allen Iverson,31
Raef LaFrentz,23
Aaron McKie,3
Raef LaFrentz,25
Theo Ratliff,12
Voshon Lenard,19
Allen Iverson,33
Antonio McDyess,20
Antonio McDyess,21
Antonio McDyess,22
Eric Snow,6
Antonio McDyess,24
George Lynch,8
Eric Snow,7
Eric Snow,8
George McCloud,6
Eric Snow,9
Eric Snow,10
Nick Van Exel,11
Allen Iverson,35
Allen Iverson,36
Theo Ratliff,13
Theo Ratliff,14
George Lynch,10
Allen Iverson,37
Nick Van Exel,13
Nick Van Exel,14
Nick Van Exel,15
Nick Van Exel,16
Nick Van Exel,17
Vlade Divac,2
Chris Webber,2
Vlade Divac,4
Vlade Divac,6
Kenny Thomas,2
Cuttino Mobley,1
Cuttino Mobley,2
Vlade Divac,8
Shandon Anderson,2
Peja Stojakovic,2
Maurice Taylor,2
Chris Webber,3
Chris Webber,4
Steve Francis,3
Peja Stojakovic,4
Kenny Thomas,4
Jason Williams,2
Cuttino Mobley,4
Chris Webber,6
Steve Francis,5
Peja Stojakovic,6
Peja Stojakovic,8
Shandon Anderson,5
Vlade Divac,9
Doug Christie,2
Chris Webber,8
Kenny Thomas,7
Vlade Divac,11
Peja Stojakovic,10
Kenny Thomas,9
Kenny Thomas,11
Chris Webber,10
Peja Stojakovic,12
Bobby Jackson,2
Jon Barry,3
Maurice Taylor,3
Maurice Taylor,4
Cuttino Mobley,6
Bobby Jackson,4
Maurice Taylor,6
Maurice Taylor,8
Steve Francis,6
Steve Francis,7
Peja Stojakovic,14
Chris Webber,11
Chris Webber,12
Kenny Thomas,12
Kenny Thomas,13
Peja Stojakovic,16
Chris Webber,13
Chris Webber,14
Steve Francis,9
Doug Christie,4
Chris Webber,4
Peja Stojakovic,18
Maurice Taylor,9
Maurice Taylor,10
Chris Webber,16
Cuttino Mobley,8
Doug Christie,6
Shandon Anderson,7
Shandon Anderson,9
Shandon Anderson,10
Chris Webber,18
Chris Webber,19
Doug Christie,7
Cuttino Mobley,10
Steve Francis,11
Vlade Divac,13
Vlade Divac,15
Cuttino Mobley,12
Cuttino Mobley,13
Chris Webber,20
Steve Francis,13
Shandon Anderson,12
Steve Francis,15
Steve Francis,17
Shandon Anderson,14
Chris Webber,21
Chris Webber,22
Vlade Divac,17
Vlade Divac,18
Maurice Taylor,12
Kenny Thomas,15
Shandon Anderson,16
Chris Webber,23
Chris Webber,24
Steve Francis,18
Steve Francis,20
Chris Webber,25
Steve Francis,22
Chris Webber,26
Chris Webber,27
Maurice Taylor,14
Chris Webber,29
Chris Webber,31
Steve Francis,23
Doug Christie,8
Antonio McDyess,2
Tom Gugliotta,2
Jake Tsakalidis,2
Clifford Robinson,2
Tom Gugliotta,3
Nick Van Exel,2
Nick Van Exel,3
Jake Tsakalidis,4
James Posey,2
Tom Gugliotta,5
Mario Elie,2
Nick Van Exel,5
Tom Gugliotta,7
Nick Van Exel,7
Nick Van Exel,10
Clifford Robinson,5
Ryan Bowen,2
Nick Van Exel,11
Clifford Robinson,7
Antonio McDyess,3
Antonio McDyess,4
Clifford Robinson,9
Kevin Willis,2
Nick Van Exel,13
Kevin Willis,4
Nick Van Exel,15
Vinny Del Negro,2
Daniel Santiago,2
Rodney Rogers,2
George McCloud,2
Antonio McDyess,6
Vinny Del Negro,4
Robert Pack,2
Robert Pack,4
Antonio McDyess,8
Antonio McDyess,9
Clifford Robinson,12
Jason Kidd,1
Jason Kidd,2
Rodney Rogers,4
Ryan Bowen,4
Ryan Bowen,6
Kevin Willis,5
Kevin Willis,6
Kevin Willis,7
Jason Kidd,4
Jason Kidd,5
Clifford Robinson,14
Nick Van Exel,17
Tom Gugliotta,9
Jake Tsakalidis,6
Ryan Bowen,9
Raef LaFrentz,2
Rodney Rogers,6
Rodney Rogers,8
Jason Kidd,6
Vinny Del Negro,6
Nick Van Exel,20
Nick Van Exel,22
Vinny Del Negro,8
Vinny Del Negro,10
Rodney Rogers,10
Mark Strickland,2
Rodney Rogers,12
Vinny Del Negro,11
Vinny Del Negro,12
Tony Delk,2
Mark Strickland,4
Tom Gugliotta,11
Tony Delk,4
Tony Delk,5
Raef LaFrentz,4
Mark Strickland,6
Tom Gugliotta,12
Tom Gugliotta,13
Rodney Rogers,14
Clifford Robinson,16
Tom Gugliotta,14
Tom Gugliotta,15
Raef LaFrentz,6
Tom Gugliotta,16
Tom Gugliotta,17
George McCloud,4
George McCloud,5
Clifford Robinson,17
Clifford Robinson,18
Mark Strickland,8
Tom Gugliotta,19
Tony Delk,7
Tony Delk,8
Rodney Rogers,17
Tony Delk,9
Raef LaFrentz,8
Clifford Robinson,20
Jason Kidd,7
Robert Pack,6
