PlayerName,Points
Felipe Lopez,2
Hersey Hawkins,1
Jahidi White,7
Baron Davis,5
Gerard King,2
Calvin Booth,2
Gerard King,4
Eddie Robinson,2
Eddie Robinson,4
Tyrone Nesby,2
David Wesley,7
David Wesley,8
Jamal Mashburn,14
Juwan Howard,13
David Wesley,10
David Wesley,11
Jamal Mashburn,15
Jamal Mashburn,16
David Wesley,13
Baron Davis,8
Rod Strickland,4
David Wesley,15
Felipe Lopez,3
Jamal Mashburn,18
Chris Whitney,1
Chris Whitney,2
Baron Davis,10
Chris Whitney,5
Juwan Howard,14
Juwan Howard,15
Jahidi White,8
Jahidi White,9
Rod Strickland,5
Jahidi White,11
Elden Campbell,4
Baron Davis,12
Felipe Lopez,5
Jamal Mashburn,19
Jamal Mashburn,20
Baron Davis,14
David Wesley,18
David Wesley,20
David Wesley,22
Gerard King,6
Elden Campbell,6
David Wesley,25
Chris Whitney,8
P.J. Brown,5
Calvin Booth,4
Gerard King,8
Gerard King,10
Jamal Mashburn,21
Baron Davis,16
P.J. Brown,6
Richard Hamilton,2
Gerard King,11
Elden Campbell,8
Elden Campbell,9
Lee Nailon,1
Lee Nailon,3
Lee Nailon,4
Lee Nailon,5
Richard Hamilton,5
Eddie Robinson,5
Jahidi White,12
Eddie Robinson,7
Gerard King,13
Eddie Robinson,9
Richard Hamilton,7
Gerard King,15
Baron Davis,17
Chris Whitney,10
Chris Whitney,13
Baron Davis,19
Tim James,2
Gerard King,17
Richard Hamilton,9
Hersey Hawkins,2
Hersey Hawkins,3
Obinna Ekezie,2
Obinna Ekezie,4
Richard Hamilton,11
Richard Hamilton,12
Tim James,4
Horace Grant,2
Ron Harper,2
Ron Harper,4
Ron Mercer,2
Ron Harper,6
Ron Mercer,4
Shaquille O'Neal,1
Shaquille O'Neal,2
Horace Grant,4
Khalid El-Amin,2
Horace Grant,6
Shaquille O'Neal,3
Ron Harper,8
Ron Mercer,6
Ron Mercer,8
Horace Grant,8
Horace Grant,9
Ron Harper,10
Ron Mercer,10
Jake Voskuhl,1
Horace Grant,10
A.J. Guyton,2
Kobe Bryant,2
Kobe Bryant,3
Corey Benjamin,2
Ron Harper,12
Jake Voskuhl,3
A.J. Guyton,4
Corey Benjamin,5
Khalid El-Amin,4
Mike Penberthy,3
Corey Benjamin,7
Khalid El-Amin,6
Horace Grant,12
A.J. Guyton,6
Isaiah Rider,3
Mike Penberthy,6
Kobe Bryant,5
Michael Ruffin,2
Mike Penberthy,8
Isaiah Rider,5
Khalid El-Amin,8
Shaquille O'Neal,5
Elton Brand,2
Elton Brand,3
Greg Foster,2
Khalid El-Amin,11
Mike Penberthy,11
Elton Brand,5
Ron Mercer,12
Ron Mercer,14
Elton Brand,7
Metta World Peace,2
Greg Foster,4
Metta World Peace,4
Kobe Bryant,7
Metta World Peace,6
Shaquille O'Neal,7
Kobe Bryant,9
Metta World Peace,8
Shaquille O'Neal,8
Shaquille O'Neal,10
Khalid El-Amin,13
Shaquille O'Neal,12
Kobe Bryant,11
Ron Mercer,16
Kobe Bryant,12
Kobe Bryant,13
Ron Harper,15
Ron Mercer,18
Kobe Bryant,15
A.J. Guyton,9
Brian Shaw,2
Ron Mercer,20
Brian Shaw,4
Ron Mercer,22
Metta World Peace,9
Metta World Peace,10
Elton Brand,9
Shaquille O'Neal,13
Kobe Bryant,16
Kobe Bryant,17
Kobe Bryant,19
Horace Grant,14
Elton Brand,11
Kobe Bryant,20
Devean George,2
Shaquille O'Neal,14
Devean George,4
Ron Mercer,24
Ron Mercer,25
Elton Brand,13
Mike Penberthy,13
Khalid El-Amin,15
Metta World Peace,11
Metta World Peace,12
Elton Brand,15
Robert Horry,3
Elton Brand,17
Robert Horry,6
Kobe Bryant,22
Devean George,5
Marcus Fizer,2
Devean George,7
Metta World Peace,13
Metta World Peace,14
Ron Mercer,27
Latrell Sprewell,1
Allan Houston,2
Evan Eschmeyer,2
Evan Eschmeyer,3
Marcus Camby,2
Allan Houston,4
Kenyon Martin,2
Kenyon Martin,3
Kenyon Martin,4
Latrell Sprewell,3
Johnny Newman,2
Latrell Sprewell,5
Marcus Camby,4
Mark Jackson,3
Keith Van Horn,2
Keith Van Horn,4
Stephon Marbury,2
Kurt Thomas,2
Latrell Sprewell,7
Johnny Newman,4
Johnny Newman,5
Aaron Williams,1
Latrell Sprewell,8
Latrell Sprewell,9
Stephon Marbury,4
Kenyon Martin,6
Marcus Camby,6
Kenyon Martin,7
Kenyon Martin,8
Marcus Camby,8
Stephen Jackson,2
Kenyon Martin,9
Kenyon Martin,10
Stephen Jackson,4
Allan Houston,5
Allan Houston,6
Johnny Newman,7
Allan Houston,8
Sherman Douglas,1
Sherman Douglas,2
Keith Van Horn,6
Glen Rice,2
Stephen Jackson,7
Kurt Thomas,3
Johnny Newman,9
Stephen Jackson,8
Stephon Marbury,6
Stephen Jackson,10
Allan Houston,10
Keith Van Horn,7
Keith Van Horn,8
Kurt Thomas,5
Johnny Newman,12
Kenyon Martin,12
Evan Eschmeyer,4
Marcus Camby,10
Keith Van Horn,10
Keith Van Horn,11
Kenyon Martin,14
Allan Houston,12
Allan Houston,14
Latrell Sprewell,10
Latrell Sprewell,11
Evan Eschmeyer,6
Allan Houston,15
Allan Houston,16
Johnny Newman,14
Mark Jackson,5
Evan Eschmeyer,8
Latrell Sprewell,12
Latrell Sprewell,13
Stephon Marbury,9
Keith Van Horn,13
Kurt Thomas,6
Kurt Thomas,7
Marcus Camby,12
Aaron Williams,3
Keith Van Horn,15
Allan Houston,17
Allan Houston,18
Johnny Newman,15
Johnny Newman,16
Aaron Williams,4
Aaron Williams,5
Allan Houston,19
Allan Houston,20
Glen Rice,4
Marcus Camby,14
Stephen Jackson,13
Allan Houston,23
Marcus Camby,15
Charlie Ward,1
Charlie Ward,2
Aaron Williams,7
Latrell Sprewell,14
Johnny Newman,17
Johnny Newman,18
Latrell Sprewell,16
Marcus Camby,17
Stephon Marbury,12
Keith Van Horn,17
Charlie Ward,3
Charlie Ward,4
Glen Rice,6
Felton Spencer,1
Lavor Postell,2
Aaron Williams,9
Keith Van Horn,20
Othella Harrington,2
Latrell Sprewell,2
Latrell Sprewell,4
Donyell Marshall,1
Karl Malone,2
Olden Polynice,2
Latrell Sprewell,6
John Stockton,2
Allan Houston,2
John Starks,3
Donyell Marshall,3
John Stockton,3
Latrell Sprewell,8
Marcus Camby,2
Allan Houston,4
Charlie Ward,3
Jacque Vaughn,1
Jacque Vaughn,2
Karl Malone,3
Karl Malone,4
Allan Houston,5
Allan Houston,6
Jacque Vaughn,3
Larry Johnson,3
Karl Malone,6
Karl Malone,7
Latrell Sprewell,9
Larry Johnson,4
Danny Manning,2
Latrell Sprewell,10
Latrell Sprewell,11
Bryon Russell,1
Bryon Russell,2
Jacque Vaughn,4
Karl Malone,9
Karl Malone,10
Glen Rice,2
Bryon Russell,5
Glen Rice,5
Latrell Sprewell,13
Karl Malone,11
Karl Malone,12
Karl Malone,13
Luc Longley,2
Allan Houston,8
Karl Malone,14
Karl Malone,15
Marcus Camby,4
Karl Malone,17
Glen Rice,7
Karl Malone,19
Greg Ostertag,2
Greg Ostertag,3
Kurt Thomas,1
Kurt Thomas,2
John Stockton,4
John Stockton,5
Glen Rice,8
Karl Malone,21
Latrell Sprewell,14
Karl Malone,22
Karl Malone,23
Latrell Sprewell,16
Latrell Sprewell,17
John Stockton,7
John Stockton,9
Bryon Russell,6
Bryon Russell,7
Glen Rice,9
Glen Rice,10
Donyell Marshall,5
Marcus Camby,6
John Stockton,11
Latrell Sprewell,18
Latrell Sprewell,20
Karl Malone,26
John Starks,6
Allan Houston,10
Greg Ostertag,5
John Stockton,14
Glen Rice,11
Glen Rice,13
John Stockton,15
Glen Rice,14
Glen Rice,15
Charlie Ward,6
John Starks,7
Kurt Thomas,4
John Starks,10
Glen Rice,18
Jacque Vaughn,5
Jacque Vaughn,6
Kurt Thomas,6
Marcus Camby,8
John Starks,13
Latrell Sprewell,21
Donyell Marshall,8
Marcus Camby,10
Glen Rice,20
Donyell Marshall,10
Danny Manning,4
Latrell Sprewell,22
Latrell Sprewell,23
Karl Malone,27
Karl Malone,28
Karl Malone,29
Bryon Russell,9
Glen Rice,21
Karl Malone,31
Glen Rice,24
Karl Malone,33
Allan Houston,12
Donyell Marshall,11
Donyell Marshall,12
John Starks,16
Lavor Postell,1
John Crotty,1
John Crotty,2
Lavor Postell,3
Scott Padgett,2
Bo Outlaw,2
Bryant Stith,3
John Amaechi,2
Michael Doleac,2
Vitaly Potapenko,2
Tracy McGrady,2
Randy Brown,2
Vitaly Potapenko,4
Michael Doleac,4
Bryant Stith,6
Michael Doleac,6
Tracy McGrady,4
Randy Brown,4
John Amaechi,4
John Amaechi,5
Antoine Walker,2
Tony Battie,1
Antoine Walker,4
Antoine Walker,7
Darrell Armstrong,3
Michael Doleac,8
Darrell Armstrong,4
Darrell Armstrong,5
Eric Williams,3
Antoine Walker,9
Tony Battie,3
Andrew DeClercq,2
Andrew DeClercq,4
Doug Overton,3
Pat Garrity,2
Antoine Walker,11
Pat Garrity,4
Eric Williams,5
Pat Garrity,5
Pat Garrity,6
Monty Williams,2
Walter McCarty,2
Troy Hudson,2
Pat Garrity,8
Paul Pierce,1
Paul Pierce,2
Bo Outlaw,4
Paul Pierce,3
Randy Brown,6
Paul Pierce,4
Vitaly Potapenko,6
John Amaechi,6
John Amaechi,7
Bryant Stith,7
Pat Garrity,11
Pat Garrity,12
Antoine Walker,13
Paul Pierce,7
Randy Brown,8
Eric Williams,7
Darrell Armstrong,7
Darrell Armstrong,9
Michael Doleac,10
Bryant Stith,9
John Amaechi,9
Tracy McGrady,6
Antoine Walker,14
Michael Doleac,12
Tracy McGrady,8
Paul Pierce,8
Paul Pierce,9
Bo Outlaw,6
Michael Doleac,14
Paul Pierce,11
Tracy McGrady,10
Antoine Walker,16
John Amaechi,10
Paul Pierce,12
Tony Battie,5
Tracy McGrady,12
Eric Williams,9
Tracy McGrady,14
Antoine Walker,19
John Amaechi,12
Bryant Stith,11
Michael Doleac,16
Antoine Walker,21
Tracy McGrady,16
Monty Williams,4
Eric Williams,10
Tracy McGrady,18
Tracy McGrady,20
Tracy McGrady,23
Paul Pierce,13
Paul Pierce,14
Antoine Walker,22
Antoine Walker,23
Tracy McGrady,25
Vitaly Potapenko,8
John Amaechi,13
John Amaechi,14
Randy Brown,10
Tracy McGrady,27
Paul Pierce,15
John Amaechi,16
Paul Pierce,16
Paul Pierce,17
Antoine Walker,26
Tracy McGrady,29
Paul Pierce,20
Bo Outlaw,7
Paul Pierce,23
Troy Hudson,3
Troy Hudson,4
Kenyon Martin,2
Antonio Davis,2
Antonio Davis,3
Keith Van Horn,3
Kenyon Martin,4
Keith Van Horn,4
Keith Van Horn,6
Keith Van Horn,7
Kenyon Martin,6
Alvin Williams,3
Vince Carter,2
Kenyon Martin,8
Vince Carter,4
Alvin Williams,5
Kenyon Martin,10
Vince Carter,6
Keith Van Horn,8
Keith Van Horn,9
Aaron Williams,2
Stephon Marbury,1
Keon Clark,2
Kenyon Martin,12
Jerome Williams,2
Stephon Marbury,3
Vince Carter,8
Vince Carter,10
Stephon Marbury,4
Stephon Marbury,5
Chris Childs,2
Stephon Marbury,6
Stephon Marbury,7
Vince Carter,11
Vince Carter,12
Johnny Newman,2
Alvin Williams,7
Jerome Williams,4
Tracy Murray,2
Tracy Murray,4
Chris Childs,5
Keon Clark,4
Stephon Marbury,8
Lucious Harris,1
Kenyon Martin,14
Stephon Marbury,9
Stephon Marbury,10
Vince Carter,13
Dell Curry,2
Alvin Williams,9
Kenyon Martin,16
Vince Carter,15
Stephon Marbury,11
Stephon Marbury,12
Stephon Marbury,14
Morris Peterson,2
Keon Clark,6
Keith Van Horn,11
Kenyon Martin,18
Kenyon Martin,19
Lucious Harris,4
Stephon Marbury,17
Vince Carter,17
Lucious Harris,5
Morris Peterson,4
Vince Carter,19
Kenyon Martin,21
Keon Clark,8
Kenyon Martin,23
Alvin Williams,10
Vince Carter,22
Keon Clark,10
Lucious Harris,6
Lucious Harris,7
Morris Peterson,6
Aaron Williams,3
Aaron Williams,4
Vince Carter,23
Keith Van Horn,13
Kenyon Martin,24
Kenyon Martin,25
Keith Van Horn,16
Vince Carter,25
Keon Clark,12
Jerome Williams,5
Jerome Williams,7
Johnny Newman,5
Vince Carter,27
Alvin Williams,12
Lucious Harris,9
Keon Clark,14
Vince Carter,30
Vince Carter,33
Charles Oakley,2
Kenyon Martin,26
Stephon Marbury,20
Keon Clark,16
Vince Carter,34
Vince Carter,35
Stephon Marbury,21
Vince Carter,38
Johnny Newman,6
Johnny Newman,7
Keith Van Horn,18
Jerome Williams,9
Charles Oakley,4
Alvin Williams,15
Chris Childs,8
Stephon Marbury,23
Chris Childs,10
Stephon Marbury,25
Stephon Marbury,26
Marcus Camby,2
Latrell Sprewell,2
Glen Rice,2
Sam Perkins,3
Othella Harrington,2
Jermaine O'Neal,2
Othella Harrington,4
Sam Perkins,6
Latrell Sprewell,4
Reggie Miller,3
Mark Jackson,2
Austin Croshere,2
Reggie Miller,6
Glen Rice,5
Jeff Foster,2
Othella Harrington,6
Austin Croshere,3
Austin Croshere,4
Latrell Sprewell,6
Jalen Rose,3
Austin Croshere,7
Jalen Rose,5
Charlie Ward,3
Travis Best,2
Kurt Thomas,2
Latrell Sprewell,8
Travis Best,4
Travis Best,5
Reggie Miller,9
Othella Harrington,8
Mark Jackson,4
Reggie Miller,12
Latrell Sprewell,9
Latrell Sprewell,10
Jalen Rose,7
Charlie Ward,5
Reggie Miller,15
Mark Jackson,6
Latrell Sprewell,12
Jermaine O'Neal,3
Jermaine O'Neal,4
Charlie Ward,7
Derrick McKey,2
Jalen Rose,9
Kurt Thomas,4
Othella Harrington,9
Othella Harrington,10
Travis Best,7
Jeff Foster,3
Othella Harrington,12
Jalen Rose,11
Jermaine O'Neal,6
Travis Best,9
Mark Jackson,8
Jalen Rose,14
Mark Jackson,10
Kurt Thomas,6
Jeff Foster,5
Mark Jackson,12
Latrell Sprewell,14
Jalen Rose,17
Jermaine O'Neal,8
Kurt Thomas,7
Kurt Thomas,8
Jalen Rose,19
Kurt Thomas,10
Austin Croshere,8
Glen Rice,8
Kurt Thomas,11
Latrell Sprewell,15
Reggie Miller,18
Glen Rice,11
Austin Croshere,9
Austin Croshere,10
Kurt Thomas,13
Kurt Thomas,14
Jalen Rose,21
Kurt Thomas,16
Kurt Thomas,18
Travis Best,11
Kurt Thomas,19
Reggie Miller,21
Jalen Rose,22
Jalen Rose,23
Jalen Rose,25
Othella Harrington,13
Charlie Ward,9
Charlie Ward,12
Travis Best,14
Kurt Thomas,20
Othella Harrington,14
Jermaine O'Neal,10
Glen Rice,13
Jermaine O'Neal,11
Jeff Foster,6
Mark Jackson,15
Kurt Thomas,21
Kurt Thomas,22
Reggie Miller,22
Travis Best,15
Travis Best,16
Reggie Miller,23
Reggie Miller,24
Tracy McGrady,2
Charlie Ward,1
Tracy McGrady,4
Larry Johnson,2
Latrell Sprewell,2
Mike Miller,2
Bo Outlaw,1
Bo Outlaw,2
Charlie Ward,4
Mike Miller,5
Tracy McGrady,6
Larry Johnson,4
Mike Miller,8
Darrell Armstrong,2
Larry Johnson,5
Larry Johnson,6
Bo Outlaw,3
Larry Johnson,8
Darrell Armstrong,4
Glen Rice,1
Kurt Thomas,2
Tracy McGrady,7
Larry Johnson,10
Michael Doleac,2
Kurt Thomas,4
Michael Doleac,4
Latrell Sprewell,3
Pat Garrity,2
Larry Johnson,12
Larry Johnson,14
Monty Williams,2
Glen Rice,2
Pat Garrity,4
Kurt Thomas,5
Darrell Armstrong,6
Allan Houston,2
Bo Outlaw,5
Allan Houston,4
Bo Outlaw,6
Bo Outlaw,7
Glen Rice,3
Glen Rice,4
Glen Rice,5
Bo Outlaw,9
Latrell Sprewell,5
Larry Johnson,15
Larry Johnson,16
Tracy McGrady,9
Marcus Camby,2
Mike Miller,11
Darrell Armstrong,9
Andrew DeClercq,2
Tracy McGrady,11
Mike Miller,13
Larry Johnson,18
Latrell Sprewell,7
Larry Johnson,20
Tracy McGrady,13
Tracy McGrady,15
Larry Johnson,23
Allan Houston,6
Allan Houston,8
Darrell Armstrong,12
Latrell Sprewell,9
Michael Doleac,6
Charlie Ward,7
Allan Houston,9
Mike Miller,15
Tracy McGrady,16
Tracy McGrady,17
Latrell Sprewell,10
Latrell Sprewell,12
Chris Childs,2
Pat Garrity,7
Chris Childs,4
Tracy McGrady,19
Glen Rice,7
Tracy McGrady,20
Tracy McGrady,21
Monty Williams,4
Monty Williams,5
Tracy McGrady,23
Chris Childs,6
Tracy McGrady,25
Tracy McGrady,27
Chris Childs,9
Chris Childs,12
Latrell Sprewell,14
Pat Garrity,10
Latrell Sprewell,15
Tracy McGrady,29
Allan Houston,11
Larry Johnson,25
Darrell Armstrong,13
Darrell Armstrong,14
Tracy McGrady,32
Glen Rice,8
Glen Rice,9
Latrell Sprewell,17
Pat Garrity,13
Mike Miller,2
Mark Blount,1
Mark Blount,2
Mark Blount,4
Bo Outlaw,2
Bo Outlaw,3
Antoine Walker,2
Andrew DeClercq,2
Mark Blount,6
Tracy McGrady,2
Randy Brown,2
Troy Hudson,2
Paul Pierce,2
Tracy McGrady,4
Bryant Stith,2
Vitaly Potapenko,2
Antoine Walker,5
Troy Hudson,5
Mike Miller,4
Antoine Walker,7
John Amaechi,2
John Amaechi,3
Vitaly Potapenko,4
Vitaly Potapenko,5
Bo Outlaw,5
Tracy McGrady,6
Vitaly Potapenko,7
Bo Outlaw,7
Bo Outlaw,9
Paul Pierce,3
Paul Pierce,4
John Amaechi,5
Randy Brown,4
Antoine Walker,9
John Amaechi,6
John Amaechi,7
Tony Battie,2
Tony Battie,3
Monty Williams,2
Paul Pierce,6
John Amaechi,9
Eric Williams,2
Pat Garrity,2
Eric Williams,3
Eric Williams,5
Antoine Walker,10
Antoine Walker,11
Pat Garrity,4
Tracy McGrady,9
Vitaly Potapenko,9
Bo Outlaw,10
Bo Outlaw,11
Paul Pierce,7
Paul Pierce,8
Antoine Walker,14
Tracy McGrady,12
Antoine Walker,16
Mike Miller,6
Bo Outlaw,12
Bo Outlaw,13
Paul Pierce,10
Bo Outlaw,15
Mark Blount,8
Andrew DeClercq,4
Mike Miller,8
Mark Blount,9
Mark Blount,10
Antoine Walker,18
Andrew DeClercq,6
Tracy McGrady,14
Randy Brown,6
Eric Williams,7
Bo Outlaw,17
Bo Outlaw,19
Antoine Walker,21
Tracy McGrady,16
Tracy McGrady,18
Eric Williams,9
Eric Williams,12
Bo Outlaw,21
Antoine Walker,23
Antoine Walker,24
Milt Palacio,2
Tracy McGrady,20
Tracy McGrady,22
Vitaly Potapenko,10
Eric Williams,14
John Amaechi,10
John Amaechi,12
Mark Blount,12
Tracy McGrady,24
Pat Garrity,5
Pat Garrity,6
Pat Garrity,7
Paul Pierce,11
Paul Pierce,12
Pat Garrity,10
Tracy McGrady,26
Tracy McGrady,28
Tracy McGrady,29
Vitaly Potapenko,12
Bryant Stith,4
Pat Garrity,13
Randy Brown,8
John Amaechi,14
Eric Williams,16
Tracy McGrady,31
Tracy McGrady,33
Paul Pierce,13
Paul Pierce,14
John Amaechi,16
Pat Garrity,14
Milt Palacio,5
Troy Hudson,6
Troy Hudson,7
Tracy McGrady,34
Paul Pierce,17
Ron Mercer,2
Kenny Anderson,2
Kenny Anderson,4
Elton Brand,2
Bryant Stith,2
Ron Mercer,4
Metta World Peace,2
Tony Battie,2
Elton Brand,4
Antoine Walker,2
Corey Benjamin,3
Ron Mercer,6
Tony Battie,4
Ron Mercer,8
Bryant Stith,4
Paul Pierce,1
Paul Pierce,2
Metta World Peace,5
Paul Pierce,3
Paul Pierce,4
Khalid El-Amin,2
Randy Brown,2
Ron Mercer,10
Eric Williams,1
Eric Williams,2
Bryant Stith,6
Jamal Crawford,3
Jerome Moiso,1
Fred Hoiberg,1
Fred Hoiberg,2
Tony Battie,6
Tony Battie,8
Fred Hoiberg,4
Bryant Stith,8
Metta World Peace,7
Antoine Walker,4
Elton Brand,6
Ron Mercer,12
Metta World Peace,9
Elton Brand,7
Elton Brand,8
Paul Pierce,5
Elton Brand,9
Tony Battie,9
Tony Battie,10
Metta World Peace,10
Metta World Peace,11
Paul Pierce,6
Paul Pierce,7
Walter McCarty,1
Walter McCarty,2
Khalid El-Amin,3
Khalid El-Amin,4
Paul Pierce,8
Paul Pierce,9
Metta World Peace,13
Metta World Peace,14
Eric Williams,4
Elton Brand,10
Elton Brand,11
Ron Mercer,14
Antoine Walker,5
Antoine Walker,6
Ron Mercer,16
Corey Benjamin,5
Metta World Peace,16
Antoine Walker,7
Antoine Walker,8
Antoine Walker,10
Antoine Walker,13
Corey Benjamin,8
Tony Battie,12
Ron Mercer,18
Antoine Walker,15
Ron Mercer,20
Khalid El-Amin,6
Elton Brand,13
Metta World Peace,17
Bryant Stith,10
Eric Williams,5
Eric Williams,6
Metta World Peace,19
Eric Williams,7
Eric Williams,8
Fred Hoiberg,7
Khalid El-Amin,7
Khalid El-Amin,8
Eric Williams,10
Bryant Stith,13
Khalid El-Amin,9
Khalid El-Amin,10
Elton Brand,14
Elton Brand,15
Ron Mercer,22
Ron Mercer,23
Vitaly Potapenko,2
Vitaly Potapenko,4
Ron Mercer,24
Ron Mercer,25
Adrian Griffin,2
Marcus Fizer,2
Marcus Fizer,3
Marcus Fizer,4
Fred Hoiberg,10
Ron Mercer,27
Marcus Fizer,6
Walter McCarty,5
Milt Palacio,2
Milt Palacio,3
Walter McCarty,7
Marcus Fizer,8
Marcus Fizer,9
Elton Brand,17
Elton Brand,18
Milt Palacio,5
Jerome Moiso,3
Tracy McGrady,1
Tracy McGrady,3
Tracy McGrady,5
John Amaechi,2
Tracy McGrady,7
Darrell Armstrong,2
Darrell Armstrong,4
Mike Miller,2
Latrell Sprewell,2
Latrell Sprewell,5
John Amaechi,4
Erick Strickland,1
Erick Strickland,2
Bo Outlaw,1
Bo Outlaw,2
Kurt Thomas,2
Bo Outlaw,4
Kurt Thomas,3
Kurt Thomas,4
Mike Miller,4
Mike Miller,5
Michael Doleac,2
Allan Houston,1
Allan Houston,2
Marcus Camby,2
Marcus Camby,4
Darrell Armstrong,6
Marcus Camby,6
Allan Houston,4
Tracy McGrady,10
Latrell Sprewell,8
Tracy McGrady,12
Allan Houston,6
Allan Houston,9
Kurt Thomas,6
Latrell Sprewell,10
Mike Miller,8
Tracy McGrady,14
Larry Johnson,3
Tracy McGrady,16
Marcus Camby,8
Allan Houston,12
Tracy McGrady,18
Chris Childs,2
Tracy McGrady,19
Tracy McGrady,20
Allan Houston,15
Darrell Armstrong,8
Tracy McGrady,22
Marcus Camby,9
Marcus Camby,10
Tracy McGrady,25
Marcus Camby,12
Andrew DeClercq,2
Latrell Sprewell,12
Mike Miller,10
Mike Miller,11
Latrell Sprewell,14
Darrell Armstrong,10
Larry Johnson,6
John Amaechi,6
Andrew DeClercq,4
Latrell Sprewell,15
Latrell Sprewell,16
Andrew DeClercq,6
Darrell Armstrong,11
Kurt Thomas,7
Kurt Thomas,8
Allan Houston,17
Darrell Armstrong,13
Allan Houston,18
Allan Houston,19
Allan Houston,20
Marcus Camby,14
Kurt Thomas,10
Allan Houston,22
Bo Outlaw,5
Bo Outlaw,6
Tracy McGrady,27
Chris Childs,4
Michael Doleac,4
Michael Doleac,6
Darrell Armstrong,15
Monty Williams,3
Tracy McGrady,28
Allan Houston,24
Bo Outlaw,7
Bo Outlaw,8
Marcus Camby,16
Monty Williams,4
Latrell Sprewell,17
Latrell Sprewell,18
Kurt Thomas,12
Tracy McGrady,30
Marcus Camby,18
Marcus Camby,19
Marcus Camby,20
Larry Johnson,7
Larry Johnson,8
Tracy McGrady,32
Tracy McGrady,34
Larry Johnson,10
Tracy McGrady,36
Latrell Sprewell,20
Marcus Camby,21
Marcus Camby,22
Larry Johnson,11
Theo Ratliff,2
Wally Szczerbiak,2
Theo Ratliff,4
Tyrone Hill,2
Dean Garrett,2
Chauncey Billups,2
Chauncey Billups,4
Chauncey Billups,6
Allen Iverson,1
Allen Iverson,2
George Lynch,2
George Lynch,4
Allen Iverson,4
Kevin Garnett,2
Allen Iverson,7
Theo Ratliff,6
Allen Iverson,9
Allen Iverson,10
Dean Garrett,4
Allen Iverson,12
Theo Ratliff,8
Kevin Garnett,4
Todd MacCulloch,2
Anthony Peeler,2
Allen Iverson,14
Sam Mitchell,2
Todd MacCulloch,4
Rasho Nesterovic,2
Toni Kukoc,1
Rasho Nesterovic,4
Anthony Peeler,4
Theo Ratliff,9
Theo Ratliff,10
Anthony Peeler,6
Wally Szczerbiak,4
Vernon Maxwell,2
Todd MacCulloch,6
LaPhonso Ellis,1
LaPhonso Ellis,2
Aaron McKie,1
Aaron McKie,2
Kevin Garnett,6
Rasho Nesterovic,6
Kevin Garnett,8
Tyrone Hill,4
Rasho Nesterovic,8
LaPhonso Ellis,4
Allen Iverson,16
Theo Ratliff,12
Terrell Brandon,3
Todd MacCulloch,8
Vernon Maxwell,5
Dean Garrett,6
Terrell Brandon,5
Kevin Garnett,10
Tyrone Hill,6
Kevin Garnett,12
Vernon Maxwell,7
George Lynch,6
Allen Iverson,18
Kevin Garnett,14
Terrell Brandon,7
Theo Ratliff,14
LaPhonso Ellis,6
Todd MacCulloch,9
Todd MacCulloch,10
Todd MacCulloch,11
Kevin Garnett,16
LaPhonso Ellis,7
LaPhonso Ellis,8
Toni Kukoc,2
Anthony Peeler,8
Anthony Peeler,10
Allen Iverson,20
Rasho Nesterovic,10
Allen Iverson,22
Rasho Nesterovic,11
Rasho Nesterovic,13
Tyrone Hill,7
Tyrone Hill,8
Aaron McKie,5
Allen Iverson,23
Allen Iverson,24
Kevin Garnett,18
Dean Garrett,8
George Lynch,9
Kevin Garnett,19
Tyrone Hill,10
Terrell Brandon,8
Terrell Brandon,9
Allen Iverson,25
Allen Iverson,26
Kevin Garnett,21
Anthony Peeler,13
Aaron McKie,7
Terrell Brandon,11
Wally Szczerbiak,7
Tyrone Hill,11
Terrell Brandon,13
Aaron McKie,8
Aaron McKie,9
Terrell Brandon,14
Terrell Brandon,15
Aaron McKie,10
Aaron McKie,11
Kevin Garnett,22
Kevin Garnett,23
Terrell Brandon,16
Antonio Davis,2
Vlade Divac,2
Peja Stojakovic,2
Alvin Williams,2
Peja Stojakovic,3
Antonio Davis,4
Peja Stojakovic,4
Peja Stojakovic,5
Vlade Divac,3
Vlade Divac,4
Vince Carter,1
Vince Carter,2
Charles Oakley,1
Charles Oakley,2
Vince Carter,3
Doug Christie,2
Scot Pollard,1
Scot Pollard,2
Charles Oakley,4
Scot Pollard,4
Vince Carter,5
Vlade Divac,6
Antonio Davis,6
Vince Carter,8
Vlade Divac,8
Vlade Divac,9
Vince Carter,10
Scot Pollard,5
Scot Pollard,6
Vince Carter,12
Scot Pollard,8
Tracy Murray,3
Scot Pollard,10
Peja Stojakovic,8
Vince Carter,14
Scot Pollard,12
Hedo Turkoglu,2
Tracy Murray,5
Tracy Murray,6
Alvin Williams,4
Lawrence Funderburke,2
Vince Carter,16
Vince Carter,17
Doug Christie,3
Doug Christie,4
Doug Christie,6
Tracy Murray,9
Tracy Murray,11
Vlade Divac,11
Scot Pollard,14
Antonio Davis,8
Vlade Divac,13
Vlade Divac,15
Vince Carter,19
Peja Stojakovic,11
Doug Christie,8
Vince Carter,21
Vince Carter,23
Peja Stojakovic,12
Peja Stojakovic,13
Antonio Davis,10
Charles Oakley,6
Peja Stojakovic,16
Peja Stojakovic,18
Vince Carter,25
Peja Stojakovic,20
Morris Peterson,3
Peja Stojakovic,22
Morris Peterson,6
Vince Carter,27
Doug Christie,9
Doug Christie,10
Morris Peterson,8
Peja Stojakovic,25
